model,title,price,link,authenticity,sell_date,sell_date_dt,week_of_year
Air Jordan 8 Aqua 1993,Sz 9 Nike Air Jordan 8 Retro Aqua Black Purple Blue Teal OG **No Insoles (157),60.0,https://www.ebay.com/itm/135531053768,,2025-02-14,2025-02-14,7
Air Jordan 8 Aqua 1993,Air Jordan Retro 8 Aqua,70.0,https://www.ebay.com/itm/356435372034,,2025-02-17,2025-02-17,8
Air Jordan 8 Aqua 1993,Size 9.5 - Jordan 8 Retro Aqua 2015,120.0,https://www.ebay.com/itm/186866092312,,2025-02-23,2025-02-23,8
Air Jordan 8 Aqua 1993,Air Jordan 8 Retro Aqua - Size 11,86.0,https://www.ebay.com/itm/388034283934,,2025-03-01,2025-03-01,9
Air Jordan 8 Aqua 1993,Air Jordan 8 Aqua,145.0,https://www.ebay.com/itm/387764076845,,2025-03-04,2025-03-04,10
Air Jordan 8 Aqua 1993,Size 10 - Jordan 8 Retro Aqua 2015,100.0,https://www.ebay.com/itm/316303291225,,2025-03-07,2025-03-07,10
Air Jordan 8 Aqua 1993,Air Jordan 8 Retro Phoenix Suns Knicks Aqua Playoffs Hare Rare Mens Size 12,70.43,https://www.ebay.com/itm/156769626889,,2025-03-10,2025-03-10,11
Air Jordan 8 Aqua 1993,Air Jordan 8 Retro Aqua 2015 Size 9.5 Lightly Worn With Box Nike All Star Game,169.99,https://www.ebay.com/itm/116497389808,,2025-03-16,2025-03-16,11
Air Jordan 9 Space Jam 1994,Jordan 9 1994 Space Jam Soles DS/ New🦄,22.99,https://www.ebay.com/itm/126856410412,,2024-12-19,2024-12-19,51
Air Jordan 9 Space Jam 1994,Size 14 - Jordan 9 Retro space jam 2016,145.0,https://www.ebay.com/itm/286409518348,,2024-12-22,2024-12-22,51
Air Jordan 9 Space Jam 1994,Nike Air Jordan 9 OG Space Jam  Sz 10 New,300.0,https://www.ebay.com/itm/276904726105,,2024-12-25,2024-12-25,52
Air Jordan 9 Space Jam 1994,Air Jordan 9 Space Jam,159.99,https://www.ebay.com/itm/405597236469,,2024-12-28,2024-12-28,52
Air Jordan 9 Space Jam 1994,New Nike Air Jordan 9 Space Jam OG Retro Size 11 Mens 2016 Release,330.0,https://www.ebay.com/itm/156646762440,,2024-12-31,2024-12-31,1
Air Jordan 9 Space Jam 1994,Jordan 9  Retro OG - Space Jam (2016) Size 12,38.0,https://www.ebay.com/itm/186939909546,,2025-01-03,2025-01-03,1
Air Jordan 9 Space Jam 1994,Size 9.5 - Air Jordan 9 Retro Space Jam 2016- Space Jam 9,75.0,https://www.ebay.com/itm/126880051500,,2025-01-06,2025-01-06,2
Air Jordan 9 Space Jam 1994,Nike Air Jordan 9 Space Jam Travis Men Size 10.5 302370-112 Black White Shoes,67.46,https://www.ebay.com/itm/335813329444,,2025-01-09,2025-01-09,2
Air Jordan 9 Space Jam 1994,2016 Nike Air Jordan 9 IX Retro Space Jam 2Pac Size 12 I XI IV I IX 302370-112,149.99,https://www.ebay.com/itm/335857192628,,2025-01-12,2025-01-12,2
Air Jordan 9 Space Jam 1994,Air Jordan 9 Retro 2010 Space Jam Bred/White/Beaters Size 10 OG Box,70.0,https://www.ebay.com/itm/235975405656,,2025-01-15,2025-01-15,3
Air Jordan 9 Space Jam 1994,Nike Air Jordan 9 Retro Space Jam White Black Red OG Sz 10.5 302370-112 2016,113.0,https://www.ebay.com/itm/335819847262,,2025-01-18,2025-01-18,3
Air Jordan 9 Space Jam 1994,Air Jordan Retro 9 Space Jam Size 11M No Box 302370-112,90.0,https://www.ebay.com/itm/296973631297,,2025-01-21,2025-01-21,4
Air Jordan 9 Space Jam 1994,Jordan 9 Retro OG Space Jam - Size 10,125.0,https://www.ebay.com/itm/387821831843,,2025-01-24,2025-01-24,4
Air Jordan 9 Space Jam 1994,Air Jordan 9 Space Jam 2016 Size 10.5 Used Rare Retro Authentic White Black MJ,160.0,https://www.ebay.com/itm/186837683286,,2025-01-30,2025-01-30,5
Air Jordan 9 Space Jam 1994,Nike Men's Air Jordan 9 Retro Space Jam White Black 2016 Size 12 US 302370-112,72.99,https://www.ebay.com/itm/387835167322,,2025-02-02,2025-02-02,5
Air Jordan 9 Space Jam 1994,Size 10 - Jordan 9 Retro space jam 2016,55.0,https://www.ebay.com/itm/365353507852,,2025-02-05,2025-02-05,6
Air Jordan 9 Space Jam 1994,Jordan 9 Retro space jam 2016,50.0,https://www.ebay.com/itm/387762742991,,2025-02-08,2025-02-08,6
Air Jordan 9 Space Jam 1994,Toddler Air Jordan 11 Retro Low Athletic Shoes ‘Space Jam’ FV5120 004 -  Size 9C,13.6,https://www.ebay.com/itm/186976043199,,2025-02-11,2025-02-11,7
Air Jordan 9 Space Jam 1994,Air Jordan 9 Retro OG Space Jam 2016 Size 11 Authentic Rare Used AJ9 Vintage,103.0,https://www.ebay.com/itm/387869829251,,2025-02-14,2025-02-14,7
Air Jordan 9 Space Jam 1994,"Air Jordan 9 Retro ""Space Jam""  Og All Sz 10.5",180.0,https://www.ebay.com/itm/396245823053,,2025-02-17,2025-02-17,8
Air Jordan 9 Space Jam 1994,Air Jordan 9 Retro Space Jam 2016 - Men Size 11 302370-112,120.0,https://www.ebay.com/itm/166930847325,,2025-02-20,2025-02-20,8
Air Jordan 9 Space Jam 1994,Size 9 - Jordan 9 Retro space jam 2016,100.0,https://www.ebay.com/itm/226540193327,,2025-02-23,2025-02-23,8
Air Jordan 9 Space Jam 1994,Size 14 - Jordan 9 Retro space jam 2016,100.0,https://www.ebay.com/itm/167285384111,,2025-02-26,2025-02-26,9
Air Jordan 9 Space Jam 1994,Size 8.5 - Jordan 9 Retro space jam 2016❤️❤️,50.0,https://www.ebay.com/itm/297057791005,,2025-03-01,2025-03-01,9
Air Jordan 9 Space Jam 1994,Nike Jordan 9 IX Retro Space Jam 2016 302370-112 Playoffs Black White Size 9.5,49.95,https://www.ebay.com/itm/196949703152,,2025-03-04,2025-03-04,10
Air Jordan 9 Space Jam 1994,Air Jordan 9 Space Jam Retro OG Size 10.5 Mens  Sneakers 2016 302370-112 (2016),255.0,https://www.ebay.com/itm/267113884272,,2025-03-07,2025-03-07,10
Air Jordan 9 Space Jam 1994,Air Jordan 9 Retro Black Patent Leather 302370-014 Size 10.5 Space Jam Bred,90.0,https://www.ebay.com/itm/335805615670,,2025-03-10,2025-03-10,11
Air Jordan 9 Space Jam 1994,Air Jordan 9 Retro OG “Space Jam” 2016,150.0,https://www.ebay.com/itm/405460089366,,2025-03-16,2025-03-16,11
